time,x,xdot,y,ydot,theta,thetadot,thrust,alpha,x_err,y_err
12.8,1.69753e-08,-1.93272e-65,0,0,6.99353e-09,-7.88064e-66,0,0,1.69753e-08,-0.5
12.8167,1.69753e-08,-9.66359e-66,0,0,6.99353e-09,-3.94032e-66,0,0,1.69753e-08,-0.5
12.8333,1.69753e-08,-4.8318e-66,0,0,6.99353e-09,-1.97016e-66,0,0,1.69753e-08,-0.5
12.85,1.69753e-08,-2.4159e-66,0,0,6.99353e-09,-9.85079e-67,0,0,1.69753e-08,-0.5
12.8667,1.69753e-08,-1.20795e-66,0,0,6.99353e-09,-4.9254e-67,0,0,1.69753e-08,-0.5
12.8833,1.69753e-08,-6.03974e-67,0,0,6.99353e-09,-2.4627e-67,0,0,1.69753e-08,-0.5
12.9,1.69753e-08,-3.01987e-67,0,0,6.99353e-09,-1.23135e-67,0,0,1.69753e-08,-0.5
12.9167,1.69753e-08,-1.50994e-67,0,0,6.99353e-09,-6.15675e-68,0,0,1.69753e-08,-0.5
12.9333,1.69753e-08,-7.54968e-68,0,0,6.99353e-09,-3.07837e-68,0,0,1.69753e-08,-0.5
12.95,1.69753e-08,-3.77484e-68,0,0,6.99353e-09,-1.53919e-68,0,0,1.69753e-08,-0.5
12.9667,1.69753e-08,-1.88742e-68,0,0,6.99353e-09,-7.69593e-69,0,0,1.69753e-08,-0.5
12.9833,1.69753e-08,-9.4371e-69,0,0,6.99353e-09,-3.84797e-69,0,0,1.69753e-08,-0.5
13,1.69753e-08,-4.71855e-69,0,0,6.99353e-09,-1.92398e-69,0,0,1.69753e-08,-0.5
13.0167,1.69753e-08,-2.35927e-69,0,0,6.99353e-09,-9.61992e-70,0,0,1.69753e-08,-0.5
13.0333,1.69753e-08,-1.17964e-69,0,0,6.99353e-09,-4.80996e-70,0,0,1.69753e-08,-0.5
13.05,1.69753e-08,-5.89819e-70,0,0,6.99353e-09,-2.40498e-70,0,0,1.69753e-08,-0.5
13.0667,1.69753e-08,-2.94909e-70,0,0,6.99353e-09,-1.20249e-70,0,0,1.69753e-08,-0.5
13.0833,1.69753e-08,-1.47455e-70,0,0,6.99353e-09,-6.01245e-71,0,0,1.69753e-08,-0.5
13.1,1.69753e-08,-7.37273e-71,0,0,6.99353e-09,-3.00622e-71,0,0,1.69753e-08,-0.5
13.1167,1.69753e-08,-3.68637e-71,0,0,6.99353e-09,-1.50311e-71,0,0,1.69753e-08,-0.5
13.1333,1.69753e-08,-1.84318e-71,0,0,6.99353e-09,-7.51556e-72,0,0,1.69753e-08,-0.5
13.15,1.69753e-08,-9.21592e-72,0,0,6.99353e-09,-3.75778e-72,0,0,1.69753e-08,-0.5
13.1667,1.69753e-08,-4.60796e-72,0,0,6.99353e-09,-1.87889e-72,0,0,1.69753e-08,-0.5
13.1833,1.69753e-08,-2.30398e-72,0,0,6.99353e-09,-9.39445e-73,0,0,1.69753e-08,-0.5
13.2,1.69753e-08,-1.15199e-72,0,0,6.99353e-09,-4.69722e-73,0,0,1.69753e-08,-0.5
13.2167,1.69753e-08,-5.75995e-73,0,0,6.99353e-09,-2.34861e-73,0,0,1.69753e-08,-0.5
13.2333,1.69753e-08,-2.87997e-73,0,0,6.99353e-09,-1.17431e-73,0,0,1.69753e-08,-0.5
13.25,1.69753e-08,-1.43999e-73,0,0,6.99353e-09,-5.87153e-74,0,0,1.69753e-08,-0.5
13.2667,1.69753e-08,-7.19994e-74,0,0,6.99353e-09,-2.93577e-74,0,0,1.69753e-08,-0.5
13.2833,1.69753e-08,-3.59997e-74,0,0,6.99353e-09,-1.46788e-74,0,0,1.69753e-08,-0.5
13.3,1.69753e-08,-1.79998e-74,0,0,6.99353e-09,-7.33941e-75,0,0,1.69753e-08,-0.5
13.3167,1.69753e-08,-8.99992e-75,0,0,6.99353e-09,-3.66971e-75,0,0,1.69753e-08,-0.5
13.3333,1.69753e-08,-4.49996e-75,0,0,6.99353e-09,-1.83485e-75,0,0,1.69753e-08,-0.5
13.35,1.69753e-08,-2.24998e-75,0,0,6.99353e-09,-9.17427e-76,0,0,1.69753e-08,-0.5
13.3667,1.69753e-08,-1.12499e-75,0,0,6.99353e-09,-4.58713e-76,0,0,1.69753e-08,-0.5
13.3833,1.69753e-08,-5.62495e-76,0,0,6.99353e-09,-2.29357e-76,0,0,1.69753e-08,-0.5
13.4,1.69753e-08,-2.81247e-76,0,0,6.99353e-09,-1.14678e-76,0,0,1.69753e-08,-0.5
13.4167,1.69753e-08,-1.40624e-76,0,0,6.99353e-09,-5.73392e-77,0,0,1.69753e-08,-0.5
13.4333,1.69753e-08,-7.03119e-77,0,0,6.99353e-09,-2.86696e-77,0,0,1.69753e-08,-0.5
13.45,1.69753e-08,-3.51559e-77,0,0,6.99353e-09,-1.43348e-77,0,0,1.69753e-08,-0.5
13.4667,1.69753e-08,-1.7578e-77,0,0,6.99353e-09,-7.1674e-78,0,0,1.69753e-08,-0.5
13.4833,1.69753e-08,-8.78898e-78,0,0,6.99353e-09,-3.5837e-78,0,0,1.69753e-08,-0.5
13.5,1.69753e-08,-4.39449e-78,0,0,6.99353e-09,-1.79185e-78,0,0,1.69753e-08,-0.5
13.5167,1.69753e-08,-2.19725e-78,0,0,6.99353e-09,-8.95924e-79,0,0,1.69753e-08,-0.5
13.5333,1.69753e-08,-1.09862e-78,0,0,6.99353e-09,-4.47962e-79,0,0,1.69753e-08,-0.5
13.55,1.69753e-08,-5.49311e-79,0,0,6.99353e-09,-2.23981e-79,0,0,1.69753e-08,-0.5
13.5667,1.69753e-08,-2.74656e-79,0,0,6.99353e-09,-1.11991e-79,0,0,1.69753e-08,-0.5
13.5833,1.69753e-08,-1.37328e-79,0,0,6.99353e-09,-5.59953e-80,0,0,1.69753e-08,-0.5
13.6,1.69753e-08,-6.86639e-80,0,0,6.99353e-09,-2.79976e-80,0,0,1.69753e-08,-0.5
13.6167,1.69753e-08,-3.4332e-80,0,0,6.99353e-09,-1.39988e-80,0,0,1.69753e-08,-0.5
13.6333,1.69753e-08,-1.7166e-80,0,0,6.99353e-09,-6.99941e-81,0,0,1.69753e-08,-0.5
13.65,1.69753e-08,-8.58299e-81,0,0,6.99353e-09,-3.49971e-81,0,0,1.69753e-08,-0.5
13.6667,1.69753e-08,-4.2915e-81,0,0,6.99353e-09,-1.74985e-81,0,0,1.69753e-08,-0.5
13.6833,1.69753e-08,-2.14575e-81,0,0,6.99353e-09,-8.74926e-82,0,0,1.69753e-08,-0.5
13.7,1.69753e-08,-1.07287e-81,0,0,6.99353e-09,-4.37463e-82,0,0,1.69753e-08,-0.5
13.7167,1.69753e-08,-5.36437e-82,0,0,6.99353e-09,-2.18732e-82,0,0,1.69753e-08,-0.5
13.7333,1.69753e-08,-2.68219e-82,0,0,6.99353e-09,-1.09366e-82,0,0,1.69753e-08,-0.5
13.75,1.69753e-08,-1.34109e-82,0,0,6.99353e-09,-5.46829e-83,0,0,1.69753e-08,-0.5
13.7667,1.69753e-08,-6.70546e-83,0,0,6.99353e-09,-2.73414e-83,0,0,1.69753e-08,-0.5
13.7833,1.69753e-08,-3.35273e-83,0,0,6.99353e-09,-1.36707e-83,0,0,1.69753e-08,-0.5
13.8,1.69753e-08,-1.67637e-83,0,0,6.99353e-09,-6.83536e-84,0,0,1.69753e-08,-0.5
13.8167,1.69753e-08,-8.38183e-84,0,0,6.99353e-09,-3.41768e-84,0,0,1.69753e-08,-0.5
13.8333,1.69753e-08,-4.19091e-84,0,0,6.99353e-09,-1.70884e-84,0,0,1.69753e-08,-0.5
13.85,1.69753e-08,-2.09546e-84,0,0,6.99353e-09,-8.5442e-85,0,0,1.69753e-08,-0.5
13.8667,1.69753e-08,-1.04773e-84,0,0,6.99353e-09,-4.2721e-85,0,0,1.69753e-08,-0.5
13.8833,1.69753e-08,-5.23864e-85,0,0,6.99353e-09,-2.13605e-85,0,0,1.69753e-08,-0.5
13.9,1.69753e-08,-2.61932e-85,0,0,6.99353e-09,-1.06803e-85,0,0,1.69753e-08,-0.5
13.9167,1.69753e-08,-1.30966e-85,0,0,6.99353e-09,-5.34013e-86,0,0,1.69753e-08,-0.5
13.9333,1.69753e-08,-6.5483e-86,0,0,6.99353e-09,-2.67006e-86,0,0,1.69753e-08,-0.5
13.95,1.69753e-08,-3.27415e-86,0,0,6.99353e-09,-1.33503e-86,0,0,1.69753e-08,-0.5
13.9667,1.69753e-08,-1.63708e-86,0,0,6.99353e-09,-6.67516e-87,0,0,1.69753e-08,-0.5
13.9833,1.69753e-08,-8.18538e-87,0,0,6.99353e-09,-3.33758e-87,0,0,1.69753e-08,-0.5
14,1.69753e-08,-4.09269e-87,0,0,6.99353e-09,-1.66879e-87,0,0,1.69753e-08,-0.5
14.0167,1.69753e-08,-2.04634e-87,0,0,6.99353e-09,-8.34395e-88,0,0,1.69753e-08,-0.5
14.0333,1.69753e-08,-1.02317e-87,0,0,6.99353e-09,-4.17197e-88,0,0,1.69753e-08,-0.5
14.05,1.69753e-08,-5.11586e-88,0,0,6.99353e-09,-2.08599e-88,0,0,1.69753e-08,-0.5
14.0667,1.69753e-08,-2.55793e-88,0,0,6.99353e-09,-1.04299e-88,0,0,1.69753e-08,-0.5
14.0833,1.69753e-08,-1.27897e-88,0,0,6.99353e-09,-5.21497e-89,0,0,1.69753e-08,-0.5
14.1,1.69753e-08,-6.39483e-89,0,0,6.99353e-09,-2.60748e-89,0,0,1.69753e-08,-0.5
14.1167,1.69753e-08,-3.19741e-89,0,0,6.99353e-09,-1.30374e-89,0,0,1.69753e-08,-0.5
14.1333,1.69753e-08,-1.59871e-89,0,0,6.99353e-09,-6.51871e-90,0,0,1.69753e-08,-0.5
14.15,1.69753e-08,-7.99353e-90,0,0,6.99353e-09,-3.25935e-90,0,0,1.69753e-08,-0.5
14.1667,1.69753e-08,-3.99677e-90,0,0,6.99353e-09,-1.62968e-90,0,0,1.69753e-08,-0.5
14.1833,1.69753e-08,-1.99838e-90,0,0,6.99353e-09,-8.14839e-91,0,0,1.69753e-08,-0.5
14.2,1.69753e-08,-9.99192e-91,0,0,6.99353e-09,-4.07419e-91,0,0,1.69753e-08,-0.5
14.2167,1.69753e-08,-4.99596e-91,0,0,6.99353e-09,-2.0371e-91,0,0,1.69753e-08,-0.5
14.2333,1.69753e-08,-2.49798e-91,0,0,6.99353e-09,-1.01855e-91,0,0,1.69753e-08,-0.5
14.25,1.69753e-08,-1.24899e-91,0,0,6.99353e-09,-5.09274e-92,0,0,1.69753e-08,-0.5
14.2667,1.69753e-08,-6.24495e-92,0,0,6.99353e-09,-2.54637e-92,0,0,1.69753e-08,-0.5
14.2833,1.69753e-08,-3.12247e-92,0,0,6.99353e-09,-1.27319e-92,0,0,1.69753e-08,-0.5
14.3,1.69753e-08,-1.56124e-92,0,0,6.99353e-09,-6.36593e-93,0,0,1.69753e-08,-0.5
14.3167,1.69753e-08,-7.80619e-93,0,0,6.99353e-09,-3.18296e-93,0,0,1.69753e-08,-0.5
14.3333,1.69753e-08,-3.90309e-93,0,0,6.99353e-09,-1.59148e-93,0,0,1.69753e-08,-0.5
14.35,1.69753e-08,-1.95155e-93,0,0,6.99353e-09,-7.95741e-94,0,0,1.69753e-08,-0.5
14.3667,1.69753e-08,-9.75773e-94,0,0,6.99353e-09,-3.9787e-94,0,0,1.69753e-08,-0.5
14.3833,1.69753e-08,-4.87887e-94,0,0,6.99353e-09,-1.98935e-94,0,0,1.69753e-08,-0.5
14.4,1.69753e-08,-2.43943e-94,0,0,6.99353e-09,-9.94676e-95,0,0,1.69753e-08,-0.5
14.4167,1.69753e-08,-1.21972e-94,0,0,6.99353e-09,-4.97338e-95,0,0,1.69753e-08,-0.5
14.4333,1.69753e-08,-6.09858e-95,0,0,6.99353e-09,-2.48669e-95,0,0,1.69753e-08,-0.5
14.45,1.69753e-08,-3.04929e-95,0,0,6.99353e-09,-1.24334e-95,0,0,1.69753e-08,-0.5
14.4667,1.69753e-08,-1.52465e-95,0,0,6.99353e-09,-6.21672e-96,0,0,1.69753e-08,-0.5
14.4833,1.69753e-08,-7.62323e-96,0,0,6.99353e-09,-3.10836e-96,0,0,1.69753e-08,-0.5
14.5,1.69753e-08,-3.81161e-96,0,0,6.99353e-09,-1.55418e-96,0,0,1.69753e-08,-0.5
14.5167,1.69753e-08,-1.90581e-96,0,0,6.99353e-09,-7.77091e-97,0,0,1.69753e-08,-0.5
14.5333,1.69753e-08,-9.52904e-97,0,0,6.99353e-09,-3.88545e-97,0,0,1.69753e-08,-0.5
14.55,1.69753e-08,-4.76452e-97,0,0,6.99353e-09,-1.94273e-97,0,0,1.69753e-08,-0.5
14.5667,1.69753e-08,-2.38226e-97,0,0,6.99353e-09,-9.71363e-98,0,0,1.69753e-08,-0.5
14.5833,1.69753e-08,-1.19113e-97,0,0,6.99353e-09,-4.85682e-98,0,0,1.69753e-08,-0.5
14.6,1.69753e-08,-5.95565e-98,0,0,6.99353e-09,-2.42841e-98,0,0,1.69753e-08,-0.5
14.6167,1.69753e-08,-2.97782e-98,0,0,6.99353e-09,-1.2142e-98,0,0,1.69753e-08,-0.5
14.6333,1.69753e-08,-1.48891e-98,0,0,6.99353e-09,-6.07102e-99,0,0,1.69753e-08,-0.5
14.65,1.69753e-08,-7.44456e-99,0,0,6.99353e-09,-3.03551e-99,0,0,1.69753e-08,-0.5
14.6667,1.69753e-08,-3.72228e-99,0,0,6.99353e-09,-1.51776e-99,0,0,1.69753e-08,-0.5
14.6833,1.69753e-08,-1.86114e-99,0,0,6.99353e-09,-7.58878e-100,0,0,1.69753e-08,-0.5
14.7,1.69753e-08,-9.3057e-100,0,0,6.99353e-09,-3.79439e-100,0,0,1.69753e-08,-0.5
14.7167,1.69753e-08,-4.65285e-100,0,0,6.99353e-09,-1.89719e-100,0,0,1.69753e-08,-0.5
14.7333,1.69753e-08,-2.32642e-100,0,0,6.99353e-09,-9.48597e-101,0,0,1.69753e-08,-0.5
14.75,1.69753e-08,-1.16321e-100,0,0,6.99353e-09,-4.74298e-101,0,0,1.69753e-08,-0.5
14.7667,1.69753e-08,-5.81606e-101,0,0,6.99353e-09,-2.37149e-101,0,0,1.69753e-08,-0.5
14.7833,1.69753e-08,-2.90803e-101,0,0,6.99353e-09,-1.18575e-101,0,0,1.69753e-08,-0.5
14.8,1.69753e-08,-1.45402e-101,0,0,6.99353e-09,-5.92873e-102,0,0,1.69753e-08,-0.5
14.8167,1.69753e-08,-7.27008e-102,0,0,6.99353e-09,-2.96437e-102,0,0,1.69753e-08,-0.5
14.8333,1.69753e-08,-3.63504e-102,0,0,6.99353e-09,-1.48218e-102,0,0,1.69753e-08,-0.5
14.85,1.69753e-08,-1.81752e-102,0,0,6.99353e-09,-7.41091e-103,0,0,1.69753e-08,-0.5
14.8667,1.69753e-08,-9.0876e-103,0,0,6.99353e-09,-3.70546e-103,0,0,1.69753e-08,-0.5
14.8833,1.69753e-08,-4.5438e-103,0,0,6.99353e-09,-1.85273e-103,0,0,1.69753e-08,-0.5
14.9,1.69753e-08,-2.2719e-103,0,0,6.99353e-09,-9.26364e-104,0,0,1.69753e-08,-0.5
14.9167,1.69753e-08,-1.13595e-103,0,0,6.99353e-09,-4.63182e-104,0,0,1.69753e-08,-0.5
14.9333,1.69753e-08,-5.67975e-104,0,0,6.99353e-09,-2.31591e-104,0,0,1.69753e-08,-0.5
14.95,1.69753e-08,-2.83987e-104,0,0,6.99353e-09,-1.15796e-104,0,0,1.69753e-08,-0.5
14.9667,1.69753e-08,-1.41994e-104,0,0,6.99353e-09,-5.78978e-105,0,0,1.69753e-08,-0.5
14.9833,1.69753e-08,-7.09968e-105,0,0,6.99353e-09,-2.89489e-105,0,0,1.69753e-08,-0.5
15,1.69753e-08,-3.54984e-105,0,0,6.99353e-09,-1.44744e-105,0,0,1.69753e-08,-0.5
15.0167,1.69753e-08,-1.77492e-105,0,0,6.99353e-09,-7.23722e-106,0,0,1.69753e-08,-0.5
15.0333,1.69753e-08,-8.87461e-106,0,0,6.99353e-09,-3.61861e-106,0,0,1.69753e-08,-0.5
15.05,1.69753e-08,-4.4373e-106,0,0,6.99353e-09,-1.80931e-106,0,0,1.69753e-08,-0.5
15.0667,1.69753e-08,-2.21865e-106,0,0,6.99353e-09,-9.04653e-107,0,0,1.69753e-08,-0.5
15.0833,1.69753e-08,-1.10933e-106,0,0,6.99353e-09,-4.52326e-107,0,0,1.69753e-08,-0.5
15.1,1.69753e-08,-5.54663e-107,0,0,6.99353e-09,-2.26163e-107,0,0,1.69753e-08,-0.5
15.1167,1.69753e-08,-2.77331e-107,0,0,6.99353e-09,-1.13082e-107,0,0,1.69753e-08,-0.5
15.1333,1.69753e-08,-1.38666e-107,0,0,6.99353e-09,-5.65408e-108,0,0,1.69753e-08,-0.5
15.15,1.69753e-08,-6.93329e-108,0,0,6.99353e-09,-2.82704e-108,0,0,1.69753e-08,-0.5
15.1667,1.69753e-08,-3.46664e-108,0,0,6.99353e-09,-1.41352e-108,0,0,1.69753e-08,-0.5
15.1833,1.69753e-08,-1.73332e-108,0,0,6.99353e-09,-7.0676e-109,0,0,1.69753e-08,-0.5
15.2,1.69753e-08,-8.66661e-109,0,0,6.99353e-09,-3.5338e-109,0,0,1.69753e-08,-0.5
15.2167,1.69753e-08,-4.3333e-109,0,0,6.99353e-09,-1.7669e-109,0,0,1.69753e-08,-0.5
15.2333,1.69753e-08,-2.16665e-109,0,0,6.99353e-09,-8.8345e-110,0,0,1.69753e-08,-0.5
15.25,1.69753e-08,-1.08333e-109,0,0,6.99353e-09,-4.41725e-110,0,0,1.69753e-08,-0.5
15.2667,1.69753e-08,-5.41663e-110,0,0,6.99353e-09,-2.20862e-110,0,0,1.69753e-08,-0.5
15.2833,1.69753e-08,-2.70831e-110,0,0,6.99353e-09,-1.10431e-110,0,0,1.69753e-08,-0.5
15.3,1.69753e-08,-1.35416e-110,0,0,6.99353e-09,-5.52156e-111,0,0,1.69753e-08,-0.5
15.3167,1.69753e-08,-6.77079e-111,0,0,6.99353e-09,-2.76078e-111,0,0,1.69753e-08,-0.5
15.3333,1.69753e-08,-3.38539e-111,0,0,6.99353e-09,-1.38039e-111,0,0,1.69753e-08,-0.5
15.35,1.69753e-08,-1.6927e-111,0,0,6.99353e-09,-6.90195e-112,0,0,1.69753e-08,-0.5
15.3667,1.69753e-08,-8.46348e-112,0,0,6.99353e-09,-3.45098e-112,0,0,1.69753e-08,-0.5
15.3833,1.69753e-08,-4.23174e-112,0,0,6.99353e-09,-1.72549e-112,0,0,1.69753e-08,-0.5
15.4,1.69753e-08,-2.11587e-112,0,0,6.99353e-09,-8.62744e-113,0,0,1.69753e-08,-0.5
15.4167,1.69753e-08,-1.05794e-112,0,0,6.99353e-09,-4.31372e-113,0,0,1.69753e-08,-0.5
15.4333,1.69753e-08,-5.28968e-113,0,0,6.99353e-09,-2.15686e-113,0,0,1.69753e-08,-0.5
15.45,1.69753e-08,-2.64484e-113,0,0,6.99353e-09,-1.07843e-113,0,0,1.69753e-08,-0.5
15.4667,1.69753e-08,-1.32242e-113,0,0,6.99353e-09,-5.39215e-114,0,0,1.69753e-08,-0.5
15.4833,1.69753e-08,-6.6121e-114,0,0,6.99353e-09,-2.69607e-114,0,0,1.69753e-08,-0.5
15.5,1.69753e-08,-3.30605e-114,0,0,6.99353e-09,-1.34804e-114,0,0,1.69753e-08,-0.5
15.5167,1.69753e-08,-1.65302e-114,0,0,6.99353e-09,-6.74019e-115,0,0,1.69753e-08,-0.5
15.5333,1.69753e-08,-8.26512e-115,0,0,6.99353e-09,-3.37009e-115,0,0,1.69753e-08,-0.5
15.55,1.69753e-08,-4.13256e-115,0,0,6.99353e-09,-1.68505e-115,0,0,1.69753e-08,-0.5
15.5667,1.69753e-08,-2.06628e-115,0,0,6.99353e-09,-8.42523e-116,0,0,1.69753e-08,-0.5
15.5833,1.69753e-08,-1.03314e-115,0,0,6.99353e-09,-4.21262e-116,0,0,1.69753e-08,-0.5
15.6,1.69753e-08,-5.1657e-116,0,0,6.99353e-09,-2.10631e-116,0,0,1.69753e-08,-0.5
15.6167,1.69753e-08,-2.58285e-116,0,0,6.99353e-09,-1.05315e-116,0,0,1.69753e-08,-0.5
15.6333,1.69753e-08,-1.29143e-116,0,0,6.99353e-09,-5.26577e-117,0,0,1.69753e-08,-0.5
15.65,1.69753e-08,-6.45713e-117,0,0,6.99353e-09,-2.63289e-117,0,0,1.69753e-08,-0.5
15.6667,1.69753e-08,-3.22856e-117,0,0,6.99353e-09,-1.31644e-117,0,0,1.69753e-08,-0.5
15.6833,1.69753e-08,-1.61428e-117,0,0,6.99353e-09,-6.58221e-118,0,0,1.69753e-08,-0.5
15.7,1.69753e-08,-8.07141e-118,0,0,6.99353e-09,-3.29111e-118,0,0,1.69753e-08,-0.5
15.7167,1.69753e-08,-4.0357e-118,0,0,6.99353e-09,-1.64555e-118,0,0,1.69753e-08,-0.5
15.7333,1.69753e-08,-2.01785e-118,0,0,6.99353e-09,-8.22777e-119,0,0,1.69753e-08,-0.5
15.75,1.69753e-08,-1.00893e-118,0,0,6.99353e-09,-4.11388e-119,0,0,1.69753e-08,-0.5
15.7667,1.69753e-08,-5.04463e-119,0,0,6.99353e-09,-2.05694e-119,0,0,1.69753e-08,-0.5
15.7833,1.69753e-08,-2.52231e-119,0,0,6.99353e-09,-1.02847e-119,0,0,1.69753e-08,-0.5
15.8,1.69753e-08,-1.26116e-119,0,0,6.99353e-09,-5.14235e-120,0,0,1.69753e-08,-0.5
15.8167,1.69753e-08,-6.30579e-120,0,0,6.99353e-09,-2.57118e-120,0,0,1.69753e-08,-0.5
15.8333,1.69753e-08,-3.15289e-120,0,0,6.99353e-09,-1.28559e-120,0,0,1.69753e-08,-0.5
15.85,1.69753e-08,-1.57645e-120,0,0,6.99353e-09,-6.42794e-121,0,0,1.69753e-08,-0.5
15.8667,1.69753e-08,-7.88223e-121,0,0,6.99353e-09,-3.21397e-121,0,0,1.69753e-08,-0.5
15.8833,1.69753e-08,-3.94112e-121,0,0,6.99353e-09,-1.60699e-121,0,0,1.69753e-08,-0.5
15.9,1.69753e-08,-1.97056e-121,0,0,6.99353e-09,-8.03493e-122,0,0,1.69753e-08,-0.5
15.9167,1.69753e-08,-9.85279e-122,0,0,6.99353e-09,-4.01746e-122,0,0,1.69753e-08,-0.5
15.9333,1.69753e-08,-4.9264e-122,0,0,6.99353e-09,-2.00873e-122,0,0,1.69753e-08,-0.5
15.95,1.69753e-08,-2.4632e-122,0,0,6.99353e-09,-1.00437e-122,0,0,1.69753e-08,-0.5
15.9667,1.69753e-08,-1.2316e-122,0,0,6.99353e-09,-5.02183e-123,0,0,1.69753e-08,-0.5
15.9833,1.69753e-08,-6.15799e-123,0,0,6.99353e-09,-2.51092e-123,0,0,1.69753e-08,-0.5
16,1.69753e-08,-3.079e-123,0,0,6.99353e-09,-1.25546e-123,0,0,1.69753e-08,-0.5
16.0167,1.69753e-08,-1.5395e-123,0,0,6.99353e-09,-6.27729e-124,0,0,1.69753e-08,-0.5
16.0333,1.69753e-08,-7.69749e-124,0,0,6.99353e-09,-3.13864e-124,0,0,1.69753e-08,-0.5
16.05,1.69753e-08,-3.84875e-124,0,0,6.99353e-09,-1.56932e-124,0,0,1.69753e-08,-0.5
16.0667,1.69753e-08,-1.92437e-124,0,0,6.99353e-09,-7.84661e-125,0,0,1.69753e-08,-0.5
16.0833,1.69753e-08,-9.62187e-125,0,0,6.99353e-09,-3.92331e-125,0,0,1.69753e-08,-0.5
16.1,1.69753e-08,-4.81093e-125,0,0,6.99353e-09,-1.96165e-125,0,0,1.69753e-08,-0.5
16.1167,1.69753e-08,-2.40547e-125,0,0,6.99353e-09,-9.80826e-126,0,0,1.69753e-08,-0.5
16.1333,1.69753e-08,-1.20273e-125,0,0,6.99353e-09,-4.90413e-126,0,0,1.69753e-08,-0.5
16.15,1.69753e-08,-6.01367e-126,0,0,6.99353e-09,-2.45207e-126,0,0,1.69753e-08,-0.5
16.1667,1.69753e-08,-3.00683e-126,0,0,6.99353e-09,-1.22603e-126,0,0,1.69753e-08,-0.5
16.1833,1.69753e-08,-1.50342e-126,0,0,6.99353e-09,-6.13016e-127,0,0,1.69753e-08,-0.5
16.2,1.69753e-08,-7.51708e-127,0,0,6.99353e-09,-3.06508e-127,0,0,1.69753e-08,-0.5
16.2167,1.69753e-08,-3.75854e-127,0,0,6.99353e-09,-1.53254e-127,0,0,1.69753e-08,-0.5
16.2333,1.69753e-08,-1.87927e-127,0,0,6.99353e-09,-7.66271e-128,0,0,1.69753e-08,-0.5
16.25,1.69753e-08,-9.39635e-128,0,0,6.99353e-09,-3.83135e-128,0,0,1.69753e-08,-0.5
16.2667,1.69753e-08,-4.69818e-128,0,0,6.99353e-09,-1.91568e-128,0,0,1.69753e-08,-0.5
16.2833,1.69753e-08,-2.34909e-128,0,0,6.99353e-09,-9.57838e-129,0,0,1.69753e-08,-0.5
16.3,1.69753e-08,-1.17454e-128,0,0,6.99353e-09,-4.78919e-129,0,0,1.69753e-08,-0.5
16.3167,1.69753e-08,-5.87272e-129,0,0,6.99353e-09,-2.3946e-129,0,0,1.69753e-08,-0.5
16.3333,1.69753e-08,-2.93636e-129,0,0,6.99353e-09,-1.1973e-129,0,0,1.69753e-08,-0.5
16.35,1.69753e-08,-1.46818e-129,0,0,6.99353e-09,-5.98649e-130,0,0,1.69753e-08,-0.5
16.3667,1.69753e-08,-7.3409e-130,0,0,6.99353e-09,-2.99324e-130,0,0,1.69753e-08,-0.5
16.3833,1.69753e-08,-3.67045e-130,0,0,6.99353e-09,-1.49662e-130,0,0,1.69753e-08,-0.5
16.4,1.69753e-08,-1.83523e-130,0,0,6.99353e-09,-7.48311e-131,0,0,1.69753e-08,-0.5
16.4167,1.69753e-08,-9.17613e-131,0,0,6.99353e-09,-3.74156e-131,0,0,1.69753e-08,-0.5
16.4333,1.69753e-08,-4.58806e-131,0,0,6.99353e-09,-1.87078e-131,0,0,1.69753e-08,-0.5
16.45,1.69753e-08,-2.29403e-131,0,0,6.99353e-09,-9.35389e-132,0,0,1.69753e-08,-0.5
16.4667,1.69753e-08,-1.14702e-131,0,0,6.99353e-09,-4.67694e-132,0,0,1.69753e-08,-0.5
16.4833,1.69753e-08,-5.73508e-132,0,0,6.99353e-09,-2.33847e-132,0,0,1.69753e-08,-0.5
16.5,1.69753e-08,-2.86754e-132,0,0,6.99353e-09,-1.16924e-132,0,0,1.69753e-08,-0.5
16.5167,1.69753e-08,-1.43377e-132,0,0,6.99353e-09,-5.84618e-133,0,0,1.69753e-08,-0.5
16.5333,1.69753e-08,-7.16885e-133,0,0,6.99353e-09,-2.92309e-133,0,0,1.69753e-08,-0.5
16.55,1.69753e-08,-3.58442e-133,0,0,6.99353e-09,-1.46155e-133,0,0,1.69753e-08,-0.5
16.5667,1.69753e-08,-1.79221e-133,0,0,6.99353e-09,-7.30773e-134,0,0,1.69753e-08,-0.5
16.5833,1.69753e-08,-8.96106e-134,0,0,6.99353e-09,-3.65386e-134,0,0,1.69753e-08,-0.5
16.6,1.69753e-08,-4.48053e-134,0,0,6.99353e-09,-1.82693e-134,0,0,1.69753e-08,-0.5
16.6167,1.69753e-08,-2.24027e-134,0,0,6.99353e-09,-9.13466e-135,0,0,1.69753e-08,-0.5
16.6333,1.69753e-08,-1.12013e-134,0,0,6.99353e-09,-4.56733e-135,0,0,1.69753e-08,-0.5
16.65,1.69753e-08,-5.60066e-135,0,0,6.99353e-09,-2.28366e-135,0,0,1.69753e-08,-0.5
16.6667,1.69753e-08,-2.80033e-135,0,0,6.99353e-09,-1.14183e-135,0,0,1.69753e-08,-0.5
16.6833,1.69753e-08,-1.40017e-135,0,0,6.99353e-09,-5.70916e-136,0,0,1.69753e-08,-0.5
