time,x,xdot,y,ydot,theta,thetadot,thrust,alpha,x_err,y_err
20.6,1.69753e-08,-2.53589e-206,0,0,6.99353e-09,-1.03401e-206,0,0,1.69753e-08,-0.5
20.6167,1.69753e-08,-1.26795e-206,0,0,6.99353e-09,-5.17003e-207,0,0,1.69753e-08,-0.5
20.6333,1.69753e-08,-6.33973e-207,0,0,6.99353e-09,-2.58502e-207,0,0,1.69753e-08,-0.5
20.65,1.69753e-08,-3.16986e-207,0,0,6.99353e-09,-1.29251e-207,0,0,1.69753e-08,-0.5
20.6667,1.69753e-08,-1.58493e-207,0,0,6.99353e-09,-6.46254e-208,0,0,1.69753e-08,-0.5
20.6833,1.69753e-08,-7.92466e-208,0,0,6.99353e-09,-3.23127e-208,0,0,1.69753e-08,-0.5
20.7,1.69753e-08,-3.96233e-208,0,0,6.99353e-09,-1.61564e-208,0,0,1.69753e-08,-0.5
20.7167,1.69753e-08,-1.98116e-208,0,0,6.99353e-09,-8.07818e-209,0,0,1.69753e-08,-0.5
20.7333,1.69753e-08,-9.90582e-209,0,0,6.99353e-09,-4.03909e-209,0,0,1.69753e-08,-0.5
20.75,1.69753e-08,-4.95291e-209,0,0,6.99353e-09,-2.01954e-209,0,0,1.69753e-08,-0.5
20.7667,1.69753e-08,-2.47646e-209,0,0,6.99353e-09,-1.00977e-209,0,0,1.69753e-08,-0.5
20.7833,1.69753e-08,-1.23823e-209,0,0,6.99353e-09,-5.04886e-210,0,0,1.69753e-08,-0.5
20.8,1.69753e-08,-6.19114e-210,0,0,6.99353e-09,-2.52443e-210,0,0,1.69753e-08,-0.5
20.8167,1.69753e-08,-3.09557e-210,0,0,6.99353e-09,-1.26221e-210,0,0,1.69753e-08,-0.5
20.8333,1.69753e-08,-1.54778e-210,0,0,6.99353e-09,-6.31107e-211,0,0,1.69753e-08,-0.5
20.85,1.69753e-08,-7.73892e-211,0,0,6.99353e-09,-3.15554e-211,0,0,1.69753e-08,-0.5
20.8667,1.69753e-08,-3.86946e-211,0,0,6.99353e-09,-1.57777e-211,0,0,1.69753e-08,-0.5
20.8833,1.69753e-08,-1.93473e-211,0,0,6.99353e-09,-7.88884e-212,0,0,1.69753e-08,-0.5
20.9,1.69753e-08,-9.67366e-212,0,0,6.99353e-09,-3.94442e-212,0,0,1.69753e-08,-0.5
20.9167,1.69753e-08,-4.83683e-212,0,0,6.99353e-09,-1.97221e-212,0,0,1.69753e-08,-0.5
20.9333,1.69753e-08,-2.41841e-212,0,0,6.99353e-09,-9.86105e-213,0,0,1.69753e-08,-0.5
20.95,1.69753e-08,-1.20921e-212,0,0,6.99353e-09,-4.93053e-213,0,0,1.69753e-08,-0.5
20.9667,1.69753e-08,-6.04603e-213,0,0,6.99353e-09,-2.46526e-213,0,0,1.69753e-08,-0.5
20.9833,1.69753e-08,-3.02302e-213,0,0,6.99353e-09,-1.23263e-213,0,0,1.69753e-08,-0.5
21,1.69753e-08,-1.51151e-213,0,0,6.99353e-09,-6.16316e-214,0,0,1.69753e-08,-0.5
21.0167,1.69753e-08,-7.55754e-214,0,0,6.99353e-09,-3.08158e-214,0,0,1.69753e-08,-0.5
21.0333,1.69753e-08,-3.77877e-214,0,0,6.99353e-09,-1.54079e-214,0,0,1.69753e-08,-0.5
21.05,1.69753e-08,-1.88939e-214,0,0,6.99353e-09,-7.70395e-215,0,0,1.69753e-08,-0.5
21.0667,1.69753e-08,-9.44693e-215,0,0,6.99353e-09,-3.85197e-215,0,0,1.69753e-08,-0.5
21.0833,1.69753e-08,-4.72346e-215,0,0,6.99353e-09,-1.92599e-215,0,0,1.69753e-08,-0.5
21.1,1.69753e-08,-2.36173e-215,0,0,6.99353e-09,-9.62994e-216,0,0,1.69753e-08,-0.5
21.1167,1.69753e-08,-1.18087e-215,0,0,6.99353e-09,-4.81497e-216,0,0,1.69753e-08,-0.5
21.1333,1.69753e-08,-5.90433e-216,0,0,6.99353e-09,-2.40748e-216,0,0,1.69753e-08,-0.5
21.15,1.69753e-08,-2.95217e-216,0,0,6.99353e-09,-1.20374e-216,0,0,1.69753e-08,-0.5
21.1667,1.69753e-08,-1.47608e-216,0,0,6.99353e-09,-6.01871e-217,0,0,1.69753e-08,-0.5
21.1833,1.69753e-08,-7.38041e-217,0,0,6.99353e-09,-3.00935e-217,0,0,1.69753e-08,-0.5
21.2,1.69753e-08,-3.69021e-217,0,0,6.99353e-09,-1.50468e-217,0,0,1.69753e-08,-0.5
21.2167,1.69753e-08,-1.8451e-217,0,0,6.99353e-09,-7.52339e-218,0,0,1.69753e-08,-0.5
21.2333,1.69753e-08,-9.22552e-218,0,0,6.99353e-09,-3.76169e-218,0,0,1.69753e-08,-0.5
21.25,1.69753e-08,-4.61276e-218,0,0,6.99353e-09,-1.88085e-218,0,0,1.69753e-08,-0.5
21.2667,1.69753e-08,-2.30638e-218,0,0,6.99353e-09,-9.40423e-219,0,0,1.69753e-08,-0.5
21.2833,1.69753e-08,-1.15319e-218,0,0,6.99353e-09,-4.70212e-219,0,0,1.69753e-08,-0.5
21.3,1.69753e-08,-5.76595e-219,0,0,6.99353e-09,-2.35106e-219,0,0,1.69753e-08,-0.5
21.3167,1.69753e-08,-2.88297e-219,0,0,6.99353e-09,-1.17553e-219,0,0,1.69753e-08,-0.5
21.3333,1.69753e-08,-1.44149e-219,0,0,6.99353e-09,-5.87765e-220,0,0,1.69753e-08,-0.5
21.35,1.69753e-08,-7.20743e-220,0,0,6.99353e-09,-2.93882e-220,0,0,1.69753e-08,-0.5
21.3667,1.69753e-08,-3.60372e-220,0,0,6.99353e-09,-1.46941e-220,0,0,1.69753e-08,-0.5
21.3833,1.69753e-08,-1.80186e-220,0,0,6.99353e-09,-7.34706e-221,0,0,1.69753e-08,-0.5
21.4,1.69753e-08,-9.00929e-221,0,0,6.99353e-09,-3.67353e-221,0,0,1.69753e-08,-0.5
21.4167,1.69753e-08,-4.50465e-221,0,0,6.99353e-09,-1.83676e-221,0,0,1.69753e-08,-0.5
21.4333,1.69753e-08,-2.25232e-221,0,0,6.99353e-09,-9.18382e-222,0,0,1.69753e-08,-0.5
21.45,1.69753e-08,-1.12616e-221,0,0,6.99353e-09,-4.59191e-222,0,0,1.69753e-08,-0.5
21.4667,1.69753e-08,-5.63081e-222,0,0,6.99353e-09,-2.29596e-222,0,0,1.69753e-08,-0.5
21.4833,1.69753e-08,-2.8154e-222,0,0,6.99353e-09,-1.14798e-222,0,0,1.69753e-08,-0.5
21.5,1.69753e-08,-1.4077e-222,0,0,6.99353e-09,-5.73989e-223,0,0,1.69753e-08,-0.5
21.5167,1.69753e-08,-7.03851e-223,0,0,6.99353e-09,-2.86994e-223,0,0,1.69753e-08,-0.5
21.5333,1.69753e-08,-3.51926e-223,0,0,6.99353e-09,-1.43497e-223,0,0,1.69753e-08,-0.5
21.55,1.69753e-08,-1.75963e-223,0,0,6.99353e-09,-7.17486e-224,0,0,1.69753e-08,-0.5
21.5667,1.69753e-08,-8.79814e-224,0,0,6.99353e-09,-3.58743e-224,0,0,1.69753e-08,-0.5
21.5833,1.69753e-08,-4.39907e-224,0,0,6.99353e-09,-1.79372e-224,0,0,1.69753e-08,-0.5
21.6,1.69753e-08,-2.19953e-224,0,0,6.99353e-09,-8.96858e-225,0,0,1.69753e-08,-0.5
21.6167,1.69753e-08,-1.09977e-224,0,0,6.99353e-09,-4.48429e-225,0,0,1.69753e-08,-0.5
21.6333,1.69753e-08,-5.49884e-225,0,0,6.99353e-09,-2.24214e-225,0,0,1.69753e-08,-0.5
21.65,1.69753e-08,-2.74942e-225,0,0,6.99353e-09,-1.12107e-225,0,0,1.69753e-08,-0.5
21.6667,1.69753e-08,-1.37471e-225,0,0,6.99353e-09,-5.60536e-226,0,0,1.69753e-08,-0.5
21.6833,1.69753e-08,-6.87355e-226,0,0,6.99353e-09,-2.80268e-226,0,0,1.69753e-08,-0.5
21.7,1.69753e-08,-3.43677e-226,0,0,6.99353e-09,-1.40134e-226,0,0,1.69753e-08,-0.5
21.7167,1.69753e-08,-1.71839e-226,0,0,6.99353e-09,-7.0067e-227,0,0,1.69753e-08,-0.5
21.7333,1.69753e-08,-8.59193e-227,0,0,6.99353e-09,-3.50335e-227,0,0,1.69753e-08,-0.5
21.75,1.69753e-08,-4.29597e-227,0,0,6.99353e-09,-1.75168e-227,0,0,1.69753e-08,-0.5
21.7667,1.69753e-08,-2.14798e-227,0,0,6.99353e-09,-8.75838e-228,0,0,1.69753e-08,-0.5
21.7833,1.69753e-08,-1.07399e-227,0,0,6.99353e-09,-4.37919e-228,0,0,1.69753e-08,-0.5
21.8,1.69753e-08,-5.36996e-228,0,0,6.99353e-09,-2.18959e-228,0,0,1.69753e-08,-0.5
21.8167,1.69753e-08,-2.68498e-228,0,0,6.99353e-09,-1.0948e-228,0,0,1.69753e-08,-0.5
21.8333,1.69753e-08,-1.34249e-228,0,0,6.99353e-09,-5.47398e-229,0,0,1.69753e-08,-0.5
21.85,1.69753e-08,-6.71245e-229,0,0,6.99353e-09,-2.73699e-229,0,0,1.69753e-08,-0.5
21.8667,1.69753e-08,-3.35622e-229,0,0,6.99353e-09,-1.3685e-229,0,0,1.69753e-08,-0.5
21.8833,1.69753e-08,-1.67811e-229,0,0,6.99353e-09,-6.84248e-230,0,0,1.69753e-08,-0.5
21.9,1.69753e-08,-8.39056e-230,0,0,6.99353e-09,-3.42124e-230,0,0,1.69753e-08,-0.5
21.9167,1.69753e-08,-4.19528e-230,0,0,6.99353e-09,-1.71062e-230,0,0,1.69753e-08,-0.5
21.9333,1.69753e-08,-2.09764e-230,0,0,6.99353e-09,-8.5531e-231,0,0,1.69753e-08,-0.5
21.95,1.69753e-08,-1.04882e-230,0,0,6.99353e-09,-4.27655e-231,0,0,1.69753e-08,-0.5
21.9667,1.69753e-08,-5.2441e-231,0,0,6.99353e-09,-2.13828e-231,0,0,1.69753e-08,-0.5
21.9833,1.69753e-08,-2.62205e-231,0,0,6.99353e-09,-1.06914e-231,0,0,1.69753e-08,-0.5
22,1.69753e-08,-1.31102e-231,0,0,6.99353e-09,-5.34569e-232,0,0,1.69753e-08,-0.5
22.0167,1.69753e-08,-6.55512e-232,0,0,6.99353e-09,-2.67284e-232,0,0,1.69753e-08,-0.5
22.0333,1.69753e-08,-3.27756e-232,0,0,6.99353e-09,-1.33642e-232,0,0,1.69753e-08,-0.5
22.05,1.69753e-08,-1.63878e-232,0,0,6.99353e-09,-6.68211e-233,0,0,1.69753e-08,-0.5
22.0667,1.69753e-08,-8.1939e-233,0,0,6.99353e-09,-3.34106e-233,0,0,1.69753e-08,-0.5
22.0833,1.69753e-08,-4.09695e-233,0,0,6.99353e-09,-1.67053e-233,0,0,1.69753e-08,-0.5
22.1,1.69753e-08,-2.04848e-233,0,0,6.99353e-09,-8.35264e-234,0,0,1.69753e-08,-0.5
22.1167,1.69753e-08,-1.02424e-233,0,0,6.99353e-09,-4.17632e-234,0,0,1.69753e-08,-0.5
22.1333,1.69753e-08,-5.12119e-234,0,0,6.99353e-09,-2.08816e-234,0,0,1.69753e-08,-0.5
22.15,1.69753e-08,-2.5606e-234,0,0,6.99353e-09,-1.04408e-234,0,0,1.69753e-08,-0.5
22.1667,1.69753e-08,-1.2803e-234,0,0,6.99353e-09,-5.2204e-235,0,0,1.69753e-08,-0.5
22.1833,1.69753e-08,-6.40149e-235,0,0,6.99353e-09,-2.6102e-235,0,0,1.69753e-08,-0.5
22.2,1.69753e-08,-3.20074e-235,0,0,6.99353e-09,-1.3051e-235,0,0,1.69753e-08,-0.5
22.2167,1.69753e-08,-1.60037e-235,0,0,6.99353e-09,-6.5255e-236,0,0,1.69753e-08,-0.5
22.2333,1.69753e-08,-8.00186e-236,0,0,6.99353e-09,-3.26275e-236,0,0,1.69753e-08,-0.5
22.25,1.69753e-08,-4.00093e-236,0,0,6.99353e-09,-1.63137e-236,0,0,1.69753e-08,-0.5
22.2667,1.69753e-08,-2.00046e-236,0,0,6.99353e-09,-8.15687e-237,0,0,1.69753e-08,-0.5
22.2833,1.69753e-08,-1.00023e-236,0,0,6.99353e-09,-4.07844e-237,0,0,1.69753e-08,-0.5
22.3,1.69753e-08,-5.00116e-237,0,0,6.99353e-09,-2.03922e-237,0,0,1.69753e-08,-0.5
22.3167,1.69753e-08,-2.50058e-237,0,0,6.99353e-09,-1.01961e-237,0,0,1.69753e-08,-0.5
22.3333,1.69753e-08,-1.25029e-237,0,0,6.99353e-09,-5.09805e-238,0,0,1.69753e-08,-0.5
22.35,1.69753e-08,-6.25145e-238,0,0,6.99353e-09,-2.54902e-238,0,0,1.69753e-08,-0.5
22.3667,1.69753e-08,-3.12573e-238,0,0,6.99353e-09,-1.27451e-238,0,0,1.69753e-08,-0.5
22.3833,1.69753e-08,-1.56286e-238,0,0,6.99353e-09,-6.37256e-239,0,0,1.69753e-08,-0.5
22.4,1.69753e-08,-7.81432e-239,0,0,6.99353e-09,-3.18628e-239,0,0,1.69753e-08,-0.5
22.4167,1.69753e-08,-3.90716e-239,0,0,6.99353e-09,-1.59314e-239,0,0,1.69753e-08,-0.5
22.4333,1.69753e-08,-1.95358e-239,0,0,6.99353e-09,-7.9657e-240,0,0,1.69753e-08,-0.5
22.45,1.69753e-08,-9.7679e-240,0,0,6.99353e-09,-3.98285e-240,0,0,1.69753e-08,-0.5
22.4667,1.69753e-08,-4.88395e-240,0,0,6.99353e-09,-1.99142e-240,0,0,1.69753e-08,-0.5
22.4833,1.69753e-08,-2.44197e-240,0,0,6.99353e-09,-9.95712e-241,0,0,1.69753e-08,-0.5
22.5,1.69753e-08,-1.22099e-240,0,0,6.99353e-09,-4.97856e-241,0,0,1.69753e-08,-0.5
22.5167,1.69753e-08,-6.10493e-241,0,0,6.99353e-09,-2.48928e-241,0,0,1.69753e-08,-0.5
22.5333,1.69753e-08,-3.05247e-241,0,0,6.99353e-09,-1.24464e-241,0,0,1.69753e-08,-0.5
22.55,1.69753e-08,-1.52623e-241,0,0,6.99353e-09,-6.2232e-242,0,0,1.69753e-08,-0.5
22.5667,1.69753e-08,-7.63117e-242,0,0,6.99353e-09,-3.1116e-242,0,0,1.69753e-08,-0.5
22.5833,1.69753e-08,-3.81558e-242,0,0,6.99353e-09,-1.5558e-242,0,0,1.69753e-08,-0.5
22.6,1.69753e-08,-1.90779e-242,0,0,6.99353e-09,-7.779e-243,0,0,1.69753e-08,-0.5
22.6167,1.69753e-08,-9.53896e-243,0,0,6.99353e-09,-3.8895e-243,0,0,1.69753e-08,-0.5
22.6333,1.69753e-08,-4.76948e-243,0,0,6.99353e-09,-1.94475e-243,0,0,1.69753e-08,-0.5
22.65,1.69753e-08,-2.38474e-243,0,0,6.99353e-09,-9.72375e-244,0,0,1.69753e-08,-0.5
22.6667,1.69753e-08,-1.19237e-243,0,0,6.99353e-09,-4.86188e-244,0,0,1.69753e-08,-0.5
22.6833,1.69753e-08,-5.96185e-244,0,0,6.99353e-09,-2.43094e-244,0,0,1.69753e-08,-0.5
22.7,1.69753e-08,-2.98093e-244,0,0,6.99353e-09,-1.21547e-244,0,0,1.69753e-08,-0.5
22.7167,1.69753e-08,-1.49046e-244,0,0,6.99353e-09,-6.07734e-245,0,0,1.69753e-08,-0.5
22.7333,1.69753e-08,-7.45231e-245,0,0,6.99353e-09,-3.03867e-245,0,0,1.69753e-08,-0.5
22.75,1.69753e-08,-3.72616e-245,0,0,6.99353e-09,-1.51934e-245,0,0,1.69753e-08,-0.5
22.7667,1.69753e-08,-1.86308e-245,0,0,6.99353e-09,-7.59668e-246,0,0,1.69753e-08,-0.5
22.7833,1.69753e-08,-9.31539e-246,0,0,6.99353e-09,-3.79834e-246,0,0,1.69753e-08,-0.5
22.8,1.69753e-08,-4.6577e-246,0,0,6.99353e-09,-1.89917e-246,0,0,1.69753e-08,-0.5
22.8167,1.69753e-08,-2.32885e-246,0,0,6.99353e-09,-9.49585e-247,0,0,1.69753e-08,-0.5
22.8333,1.69753e-08,-1.16442e-246,0,0,6.99353e-09,-4.74792e-247,0,0,1.69753e-08,-0.5
22.85,1.69753e-08,-5.82212e-247,0,0,6.99353e-09,-2.37396e-247,0,0,1.69753e-08,-0.5
22.8667,1.69753e-08,-2.91106e-247,0,0,6.99353e-09,-1.18698e-247,0,0,1.69753e-08,-0.5
22.8833,1.69753e-08,-1.45553e-247,0,0,6.99353e-09,-5.93491e-248,0,0,1.69753e-08,-0.5
22.9,1.69753e-08,-7.27765e-248,0,0,6.99353e-09,-2.96745e-248,0,0,1.69753e-08,-0.5
22.9167,1.69753e-08,-3.63882e-248,0,0,6.99353e-09,-1.48373e-248,0,0,1.69753e-08,-0.5
22.9333,1.69753e-08,-1.81941e-248,0,0,6.99353e-09,-7.41863e-249,0,0,1.69753e-08,-0.5
22.95,1.69753e-08,-9.09706e-249,0,0,6.99353e-09,-3.70932e-249,0,0,1.69753e-08,-0.5
22.9667,1.69753e-08,-4.54853e-249,0,0,6.99353e-09,-1.85466e-249,0,0,1.69753e-08,-0.5
22.9833,1.69753e-08,-2.27427e-249,0,0,6.99353e-09,-9.27329e-250,0,0,1.69753e-08,-0.5
23,1.69753e-08,-1.13713e-249,0,0,6.99353e-09,-4.63665e-250,0,0,1.69753e-08,-0.5
23.0167,1.69753e-08,-5.68566e-250,0,0,6.99353e-09,-2.31832e-250,0,0,1.69753e-08,-0.5
23.0333,1.69753e-08,-2.84283e-250,0,0,6.99353e-09,-1.15916e-250,0,0,1.69753e-08,-0.5
23.05,1.69753e-08,-1.42142e-250,0,0,6.99353e-09,-5.79581e-251,0,0,1.69753e-08,-0.5
23.0667,1.69753e-08,-7.10708e-251,0,0,6.99353e-09,-2.8979e-251,0,0,1.69753e-08,-0.5
23.0833,1.69753e-08,-3.55354e-251,0,0,6.99353e-09,-1.44895e-251,0,0,1.69753e-08,-0.5
23.1,1.69753e-08,-1.77677e-251,0,0,6.99353e-09,-7.24476e-252,0,0,1.69753e-08,-0.5
23.1167,1.69753e-08,-8.88385e-252,0,0,6.99353e-09,-3.62238e-252,0,0,1.69753e-08,-0.5
23.1333,1.69753e-08,-4.44192e-252,0,0,6.99353e-09,-1.81119e-252,0,0,1.69753e-08,-0.5
23.15,1.69753e-08,-2.22096e-252,0,0,6.99353e-09,-9.05595e-253,0,0,1.69753e-08,-0.5
23.1667,1.69753e-08,-1.11048e-252,0,0,6.99353e-09,-4.52797e-253,0,0,1.69753e-08,-0.5
23.1833,1.69753e-08,-5.55241e-253,0,0,6.99353e-09,-2.26399e-253,0,0,1.69753e-08,-0.5
23.2,1.69753e-08,-2.7762e-253,0,0,6.99353e-09,-1.13199e-253,0,0,1.69753e-08,-0.5
23.2167,1.69753e-08,-1.3881e-253,0,0,6.99353e-09,-5.65997e-254,0,0,1.69753e-08,-0.5
23.2333,1.69753e-08,-6.94051e-254,0,0,6.99353e-09,-2.82998e-254,0,0,1.69753e-08,-0.5
23.25,1.69753e-08,-3.47025e-254,0,0,6.99353e-09,-1.41499e-254,0,0,1.69753e-08,-0.5
23.2667,1.69753e-08,-1.73513e-254,0,0,6.99353e-09,-7.07496e-255,0,0,1.69753e-08,-0.5
23.2833,1.69753e-08,-8.67563e-255,0,0,6.99353e-09,-3.53748e-255,0,0,1.69753e-08,-0.5
23.3,1.69753e-08,-4.33782e-255,0,0,6.99353e-09,-1.76874e-255,0,0,1.69753e-08,-0.5
23.3167,1.69753e-08,-2.16891e-255,0,0,6.99353e-09,-8.8437e-256,0,0,1.69753e-08,-0.5
23.3333,1.69753e-08,-1.08445e-255,0,0,6.99353e-09,-4.42185e-256,0,0,1.69753e-08,-0.5
23.35,1.69753e-08,-5.42227e-256,0,0,6.99353e-09,-2.21092e-256,0,0,1.69753e-08,-0.5
23.3667,1.69753e-08,-2.71114e-256,0,0,6.99353e-09,-1.10546e-256,0,0,1.69753e-08,-0.5
23.3833,1.69753e-08,-1.35557e-256,0,0,6.99353e-09,-5.52731e-257,0,0,1.69753e-08,-0.5
23.4,1.69753e-08,-6.77784e-257,0,0,6.99353e-09,-2.76366e-257,0,0,1.69753e-08,-0.5
23.4167,1.69753e-08,-3.38892e-257,0,0,6.99353e-09,-1.38183e-257,0,0,1.69753e-08,-0.5
23.4333,1.69753e-08,-1.69446e-257,0,0,6.99353e-09,-6.90914e-258,0,0,1.69753e-08,-0.5
23.45,1.69753e-08,-8.4723e-258,0,0,6.99353e-09,-3.45457e-258,0,0,1.69753e-08,-0.5
23.4667,1.69753e-08,-4.23615e-258,0,0,6.99353e-09,-1.72728e-258,0,0,1.69753e-08,-0.5
23.4833,1.69753e-08,-2.11807e-258,0,0,6.99353e-09,-8.63642e-259,0,0,1.69753e-08,-0.5
23.5,1.69753e-08,-1.05904e-258,0,0,6.99353e-09,-4.31821e-259,0,0,1.69753e-08,-0.5
23.5167,1.69753e-08,-5.29519e-259,0,0,6.99353e-09,-2.15911e-259,0,0,1.69753e-08,-0.5
23.5333,1.69753e-08,-2.64759e-259,0,0,6.99353e-09,-1.07955e-259,0,0,1.69753e-08,-0.5
23.55,1.69753e-08,-1.3238e-259,0,0,6.99353e-09,-5.39777e-260,0,0,1.69753e-08,-0.5
23.5667,1.69753e-08,-6.61898e-260,0,0,6.99353e-09,-2.69888e-260,0,0,1.69753e-08,-0.5
23.5833,1.69753e-08,-3.30949e-260,0,0,6.99353e-09,-1.34944e-260,0,0,1.69753e-08,-0.5
23.6,1.69753e-08,-1.65475e-260,0,0,6.99353e-09,-6.74721e-261,0,0,1.69753e-08,-0.5
23.6167,1.69753e-08,-8.27373e-261,0,0,6.99353e-09,-3.3736e-261,0,0,1.69753e-08,-0.5
23.6333,1.69753e-08,-4.13686e-261,0,0,6.99353e-09,-1.6868e-261,0,0,1.69753e-08,-0.5
23.65,1.69753e-08,-2.06843e-261,0,0,6.99353e-09,-8.43401e-262,0,0,1.69753e-08,-0.5
23.6667,1.69753e-08,-1.03422e-261,0,0,6.99353e-09,-4.217e-262,0,0,1.69753e-08,-0.5
23.6833,1.69753e-08,-5.17108e-262,0,0,6.99353e-09,-2.1085e-262,0,0,1.69753e-08,-0.5
23.7,1.69753e-08,-2.58554e-262,0,0,6.99353e-09,-1.05425e-262,0,0,1.69753e-08,-0.5
23.7167,1.69753e-08,-1.29277e-262,0,0,6.99353e-09,-5.27126e-263,0,0,1.69753e-08,-0.5
23.7333,1.69753e-08,-6.46385e-263,0,0,6.99353e-09,-2.63563e-263,0,0,1.69753e-08,-0.5
23.75,1.69753e-08,-3.23193e-263,0,0,6.99353e-09,-1.31781e-263,0,0,1.69753e-08,-0.5
23.7667,1.69753e-08,-1.61596e-263,0,0,6.99353e-09,-6.58907e-264,0,0,1.69753e-08,-0.5
23.7833,1.69753e-08,-8.07981e-264,0,0,6.99353e-09,-3.29453e-264,0,0,1.69753e-08,-0.5
23.8,1.69753e-08,-4.03991e-264,0,0,6.99353e-09,-1.64727e-264,0,0,1.69753e-08,-0.5
23.8167,1.69753e-08,-2.01995e-264,0,0,6.99353e-09,-8.23634e-265,0,0,1.69753e-08,-0.5
23.8333,1.69753e-08,-1.00998e-264,0,0,6.99353e-09,-4.11817e-265,0,0,1.69753e-08,-0.5
23.85,1.69753e-08,-5.04988e-265,0,0,6.99353e-09,-2.05908e-265,0,0,1.69753e-08,-0.5
23.8667,1.69753e-08,-2.52494e-265,0,0,6.99353e-09,-1.02954e-265,0,0,1.69753e-08,-0.5
23.8833,1.69753e-08,-1.26247e-265,0,0,6.99353e-09,-5.14771e-266,0,0,1.69753e-08,-0.5
23.9,1.69753e-08,-6.31235e-266,0,0,6.99353e-09,-2.57386e-266,0,0,1.69753e-08,-0.5
23.9167,1.69753e-08,-3.15618e-266,0,0,6.99353e-09,-1.28693e-266,0,0,1.69753e-08,-0.5
23.9333,1.69753e-08,-1.57809e-266,0,0,6.99353e-09,-6.43464e-267,0,0,1.69753e-08,-0.5
23.95,1.69753e-08,-7.89044e-267,0,0,6.99353e-09,-3.21732e-267,0,0,1.69753e-08,-0.5
23.9667,1.69753e-08,-3.94522e-267,0,0,6.99353e-09,-1.60866e-267,0,0,1.69753e-08,-0.5
23.9833,1.69753e-08,-1.97261e-267,0,0,6.99353e-09,-8.0433e-268,0,0,1.69753e-08,-0.5
24,1.69753e-08,-9.86305e-268,0,0,6.99353e-09,-4.02165e-268,0,0,1.69753e-08,-0.5
24.0167,1.69753e-08,-4.93153e-268,0,0,6.99353e-09,-2.01082e-268,0,0,1.69753e-08,-0.5
24.0333,1.69753e-08,-2.46576e-268,0,0,6.99353e-09,-1.00541e-268,0,0,1.69753e-08,-0.5
24.05,1.69753e-08,-1.23288e-268,0,0,6.99353e-09,-5.02706e-269,0,0,1.69753e-08,-0.5
24.0667,1.69753e-08,-6.16441e-269,0,0,6.99353e-09,-2.51353e-269,0,0,1.69753e-08,-0.5
24.0833,1.69753e-08,-3.0822e-269,0,0,6.99353e-09,-1.25677e-269,0,0,1.69753e-08,-0.5
24.1,1.69753e-08,-1.5411e-269,0,0,6.99353e-09,-6.28383e-270,0,0,1.69753e-08,-0.5
24.1167,1.69753e-08,-7.70551e-270,0,0,6.99353e-09,-3.14191e-270,0,0,1.69753e-08,-0.5
24.1333,1.69753e-08,-3.85276e-270,0,0,6.99353e-09,-1.57096e-270,0,0,1.69753e-08,-0.5
24.15,1.69753e-08,-1.92638e-270,0,0,6.99353e-09,-7.85478e-271,0,0,1.69753e-08,-0.5
24.1667,1.69753e-08,-9.63189e-271,0,0,6.99353e-09,-3.92739e-271,0,0,1.69753e-08,-0.5
24.1833,1.69753e-08,-4.81594e-271,0,0,6.99353e-09,-1.9637e-271,0,0,1.69753e-08,-0.5
24.2,1.69753e-08,-2.40797e-271,0,0,6.99353e-09,-9.81848e-272,0,0,1.69753e-08,-0.5
24.2167,1.69753e-08,-1.20399e-271,0,0,6.99353e-09,-4.90924e-272,0,0,1.69753e-08,-0.5
24.2333,1.69753e-08,-6.01993e-272,0,0,6.99353e-09,-2.45462e-272,0,0,1.69753e-08,-0.5
24.25,1.69753e-08,-3.00997e-272,0,0,6.99353e-09,-1.22731e-272,0,0,1.69753e-08,-0.5
24.2667,1.69753e-08,-1.50498e-272,0,0,6.99353e-09,-6.13655e-273,0,0,1.69753e-08,-0.5
24.2833,1.69753e-08,-7.52491e-273,0,0,6.99353e-09,-3.06827e-273,0,0,1.69753e-08,-0.5
24.3,1.69753e-08,-3.76246e-273,0,0,6.99353e-09,-1.53414e-273,0,0,1.69753e-08,-0.5
24.3167,1.69753e-08,-1.88123e-273,0,0,6.99353e-09,-7.67069e-274,0,0,1.69753e-08,-0.5
24.3333,1.69753e-08,-9.40614e-274,0,0,6.99353e-09,-3.83534e-274,0,0,1.69753e-08,-0.5
24.35,1.69753e-08,-4.70307e-274,0,0,6.99353e-09,-1.91767e-274,0,0,1.69753e-08,-0.5
24.3667,1.69753e-08,-2.35154e-274,0,0,6.99353e-09,-9.58836e-275,0,0,1.69753e-08,-0.5
24.3833,1.69753e-08,-1.17577e-274,0,0,6.99353e-09,-4.79418e-275,0,0,1.69753e-08,-0.5
24.4,1.69753e-08,-5.87884e-275,0,0,6.99353e-09,-2.39709e-275,0,0,1.69753e-08,-0.5
24.4167,1.69753e-08,-2.93942e-275,0,0,6.99353e-09,-1.19854e-275,0,0,1.69753e-08,-0.5
24.4333,1.69753e-08,-1.46971e-275,0,0,6.99353e-09,-5.99272e-276,0,0,1.69753e-08,-0.5
24.45,1.69753e-08,-7.34855e-276,0,0,6.99353e-09,-2.99636e-276,0,0,1.69753e-08,-0.5
24.4667,1.69753e-08,-3.67427e-276,0,0,6.99353e-09,-1.49818e-276,0,0,1.69753e-08,-0.5
24.4833,1.69753e-08,-1.83714e-276,0,0,6.99353e-09,-7.4909e-277,0,0,1.69753e-08,-0.5
